customer_unique_id,order_purchase_timestamp,recency,frequency,monetary
fceeca5,2017-12-26 11:05:29,250,1,65.62
c43530c,2017-05-06 17:54:59,484,1,81.11
cc5274a,2017-03-01 15:17:51,550,1,795.35
6234bf5,2017-08-12 15:43:18,386,1,105.84
119d987,2017-10-24 09:32:14,313,1,706.84
d53ceb1,2017-08-04 08:01:02,395,1,66.6
d04a111,2017-11-29 23:50:48,277,1,511.21
2b22316,2018-07-07 19:26:13,57,1,52.72
c907891,2017-07-15 17:03:24,414,1,61.73
2e24305,2017-06-04 23:03:35,455,1,92.46
d6414a6,2018-06-11 12:23:40,83,1,137.63
2c8360a,2017-11-07 20:44:38,299,1,88.92
05950dd,2017-08-18 18:38:54,380,1,107.78
cfe2ae6,2017-07-09 11:36:53,420,1,63.35
a62b8ea,2018-07-10 16:34:55,54,1,39.26
399526c,2018-08-09 22:11:46,24,1,75.68
123c51f,2017-08-08 17:29:15,390,1,21.85
86710b0,2018-05-15 08:21:10,111,1,104.61
78042cf,2018-05-04 11:48:49,121,1,48.87
9f10ed5,2017-07-04 11:56:02,425,1,71.14
14e6192,2018-01-20 20:18:18,225,1,141.54
b78e0d8,2018-01-11 16:15:43,234,1,106.38
5991776,2018-03-16 13:05:40,170,1,79.29
0d3fc31,2018-06-23 16:12:48,71,1,136.04
1f1fc48,2018-07-20 09:12:19,44,1,68.63
f72af50,2018-04-29 11:36:05,126,1,41.2
55c41ec,2018-04-16 18:19:59,139,1,103.04
bbc0205,2018-08-16 15:53:48,17,1,40.27
67a5e8e,2017-08-16 12:02:50,382,1,235.19
180b089,2017-08-07 15:59:11,391,1,57.28
9552512,2018-07-01 14:01:27,63,1,788.4
04f08b0,2018-02-14 17:25:43,200,1,72.73
a579b7d,2017-05-23 21:23:37,467,1,116.26
41d46af,2018-01-06 14:07:26,239,1,912.55
4777c1c,2018-03-27 09:59:19,159,1,63.13
1b04e17,2018-06-17 01:47:19,78,1,78.42
5adb335,2018-05-04 06:41:25,122,1,60.39
b110d50,2018-03-21 11:22:23,165,1,46.96
0aabb3a,2018-03-28 23:27:18,158,1,138.32
7a97eb6,2017-05-30 11:54:04,460,1,145.65
c6e12d7,2018-01-10 18:29:58,235,1,61.28
eaaa260,2018-01-10 01:03:19,236,1,91.18
9cc0113,2018-02-17 12:50:20,197,1,119.48
a1f6aec,2017-12-19 11:43:10,257,2,248.13
f0368f1,2018-07-04 21:19:44,60,1,85.67
07ff81a,2018-02-16 15:56:36,198,2,484.32
ce8ce31,2018-07-04 21:54:37,60,1,263.89
9d12af3,2018-02-28 16:44:48,186,1,1222.15
f5cc9c1,2018-07-21 16:14:41,43,1,42.77
a979368,2018-03-30 18:22:43,156,1,58.78
b1d9e48,2018-05-10 18:27:34,115,1,28.22
2fc9fb9,2018-03-27 19:48:12,159,1,350.09
fad8eba,2018-05-31 14:33:01,94,1,241.45
c2495d0,2018-01-05 09:43:00,240,1,128.02
c186f7f,2018-07-19 21:24:55,45,1,56.59
2ced79a,2018-07-25 23:51:16,39,1,190.38
2e49fb7,2017-06-01 13:39:16,458,1,51.01
9be47f0,2017-08-28 13:38:01,370,1,128.95
7749b57,2017-06-06 12:34:53,453,1,696.08
8f5b475,2017-09-20 18:46:25,347,1,80.19
c1ed39f,2017-06-02 11:27:29,457,1,105.28
787e5aa,2018-07-16 12:07:29,48,1,166.02
905a884,2018-06-28 14:06:15,66,1,83.13
f73d2c8,2018-06-06 17:17:31,88,1,207.22
c88dc44,2018-07-21 19:55:20,43,1,53.85
5d348bb,2017-06-24 13:10:07,435,1,62.07
5acaad9,2017-10-12 15:06:17,325,1,69.14
b3c63bd,2018-01-16 15:32:22,229,1,73.67
959d810,2017-10-10 23:17:10,327,1,91.74
1b3e4bf,2017-09-20 11:54:05,347,1,168.2
4bd1611,2017-10-17 09:01:44,321,1,69.93
e8bd862,2018-08-23 03:31:57,11,1,68.35
02bb821,2017-11-15 13:36:21,291,1,96.81
179b7af,2018-02-09 14:39:01,205,1,83.41
badd373,2018-07-28 13:17:15,36,1,26.31
3a38206,2018-04-22 15:36:47,133,1,313.53
cef3420,2018-07-17 17:39:51,47,1,90.84
2507d31,2018-03-15 23:08:46,171,1,44.73
c7a4228,2018-08-01 14:11:25,32,1,206.43
15e7db1,2018-03-16 10:20:57,170,1,106.38
d8ea9b2,2018-03-30 19:20:52,156,1,148.49
3277891,2018-01-02 10:51:45,243,1,246.29
e86b23b,2017-03-01 19:28:08,550,1,210.48
da572a4,2018-07-17 15:01:30,47,1,148.2
78f805a,2018-06-04 21:50:38,90,1,84.58
a6574ee,2017-10-30 17:56:14,307,1,438.01
efa386c,2017-11-08 22:53:22,298,1,32.15
2adedf8,2018-05-29 21:46:28,96,1,48.28
64386d2,2017-01-24 22:10:48,586,1,83.03
be31ab0,2018-01-01 23:50:59,244,1,67.39
649ebd0,2017-12-08 08:41:48,269,1,79.81
60c1d12,2018-04-16 18:51:24,139,1,156.85
19db446,2018-07-15 20:16:11,49,1,221.23
18dcd67,2018-08-07 22:13:41,26,1,37.37
26d3ee0,2017-12-03 21:15:23,273,1,55.1
36db357,2018-01-14 20:05:34,231,1,141.32
e98d34e,2017-12-06 14:07:41,270,1,165.7
32e0873,2017-11-12 18:13:17,294,1,131.73
7dd466c,2018-03-27 15:37:03,159,1,154.96
02bb0a3,2018-04-25 19:02:45,130,1,107.22
1e52d51,2017-05-15 22:05:34,475,1,162.65
cbadd04,2017-09-24 15:40:19,343,1,114.74
456e41f,2018-02-13 17:47:24,201,1,38.62
42b73a4,2018-06-04 14:51:21,90,1,42.29
b31e69e,2018-08-25 00:09:40,9,1,514.37
b9746b5,2017-12-07 15:26:51,269,1,84.54
a229eba,2018-05-31 22:57:07,94,1,4445.5
78275e9,2018-08-07 10:52:58,26,1,804.96
7201fa9,2017-11-24 22:28:29,282,1,47.1
e123bd1,2018-08-02 12:07:08,31,1,636.18
df3a7e4,2017-12-03 18:15:14,273,1,20.73
9a81290,2017-06-12 08:37:43,448,1,97.71
a025201,2018-04-28 19:52:09,127,1,178.94
a991e97,2018-02-27 13:31:20,187,1,53.68
e968bd4,2018-04-18 19:40:39,137,1,32.38
73931f3,2018-06-04 15:40:40,90,1,183.89
c17db14,2017-05-16 20:39:33,474,2,262.66999999999996
e6a6087,2018-05-02 09:12:02,123,1,130.67
8db1934,2018-06-30 17:07:08,64,1,61.37
793aa15,2017-06-02 21:44:20,457,1,242.12
8ec5cd3,2018-03-01 09:28:42,185,1,167.36
3a8bf1c,2017-05-28 15:08:30,462,1,210.56
464193c,2018-02-14 22:24:28,200,1,66.1
6c8b3da,2018-06-18 19:51:14,76,1,55.04
47d247d,2017-09-13 08:03:54,355,1,108.1
03f2631,2018-01-27 21:39:41,218,1,41.6
adbcdda,2017-06-14 14:05:18,445,1,97.71
d8c79a4,2018-01-03 15:19:57,242,1,43.09
20515ce,2018-04-27 16:57:41,128,1,552.26
6ad2aa3,2018-02-02 14:26:45,212,1,64.86
0808e93,2017-06-12 18:37:31,447,1,23.77
fb7ea00,2018-03-22 13:46:39,164,1,27.79
55029bc,2017-11-26 18:45:34,280,1,122.17
553416b,2018-08-15 15:08:44,18,1,116.79
fe52f03,2017-12-28 15:32:45,248,1,225.7
c7bfade,2018-01-29 14:39:12,216,1,388.24
0aab68e,2018-03-06 12:29:50,180,1,88.39
47d1c44,2017-08-26 19:08:13,372,1,403.05
a4b4913,2017-10-20 11:53:25,317,1,95.3
46fe47b,2018-05-25 09:12:56,100,1,79.44
275998c,2018-04-03 13:22:38,152,1,424.57
591a257,2017-07-25 09:06:22,405,1,38.2
9972088,2018-01-11 11:59:21,234,1,45.48
1c19157,2018-03-04 20:09:47,182,1,86.96
2856ad5,2017-03-28 18:56:03,523,1,27.02
8a2de49,2018-01-08 17:59:09,237,1,411.87
582c737,2018-05-13 01:04:51,113,1,72.22
393d57d,2017-12-19 13:20:41,257,1,147.44
68cf24b,2018-01-26 16:23:42,219,1,184.93
1dfde15,2017-12-01 10:07:12,275,1,114.28
489cbf6,2018-06-27 21:04:14,67,1,102.51
e53fd55,2018-08-20 22:54:11,13,3,132.03
acc38a5,2018-05-10 09:05:16,116,1,2759.95
0621cda,2018-05-19 14:00:29,106,1,2564.65
d132520,2018-02-20 14:29:35,194,1,200.0
e9460d7,2018-08-13 13:08:25,20,1,39.26
acdcb31,2018-05-14 19:08:11,111,1,248.96
ec0779d,2017-03-03 19:15:35,548,1,227.81
8860815,2017-07-05 17:46:06,424,1,86.2
a7dee8e,2018-03-22 16:10:48,164,1,117.27
17ddaa6,2018-04-07 16:26:45,148,1,237.99
bd5087d,2018-05-18 23:13:16,107,1,132.64
3c7243d,2018-01-05 00:06:58,241,1,86.74
aa819d3,2018-02-22 15:08:29,192,1,68.34
a81604a,2017-02-11 20:41:14,568,1,24.42
5d7d484,2017-05-13 20:42:09,477,1,114.44
0f181a6,2018-05-14 21:19:49,111,1,70.27
36be413,2017-12-01 17:53:35,275,2,215.56
527c1a5,2018-07-08 22:38:51,56,1,238.38
c0cb8ce,2018-06-24 17:42:15,70,1,160.02
3d8ee81,2017-06-12 10:10:17,447,1,44.24
555ecf6,2018-02-07 21:34:08,207,1,112.3
9b8dc9c,2017-08-13 13:26:47,385,1,33.61
015f170,2017-11-16 23:02:06,290,1,89.58
c51846e,2018-07-27 09:19:51,37,1,133.57
f309ce8,2018-08-17 13:11:13,16,1,131.49
ac95e1a,2018-02-14 16:44:29,200,1,105.97
69df638,2017-09-17 13:05:58,350,1,180.6
d5cae49,2018-05-05 17:40:39,120,1,34.69
fcb1ecc,2017-02-23 15:46:42,556,1,55.91
4250e66,2018-05-10 23:07:24,115,1,73.77
0c15c11,2017-11-25 10:01:43,281,1,55.0
b4c0435,2017-03-13 16:15:38,538,1,63.52
38e5765,2018-08-03 19:21:12,30,1,43.87
bed7447,2017-06-05 23:17:04,454,1,137.3
88184b6,2018-08-18 09:20:28,15,1,54.56
099fad9,2018-05-16 17:52:39,109,2,430.79
d164b19,2017-09-02 11:32:54,365,1,38.05
f16b5d4,2018-04-07 14:47:04,148,1,88.27
0a04613,2017-09-16 23:29:54,351,1,367.22
8bb0307,2018-07-05 12:45:11,59,1,101.37
b531620,2018-06-04 16:12:21,90,2,204.11
c893e6f,2018-02-18 11:42:38,196,2,583.3199999999999
bd57a0d,2017-06-23 18:26:25,436,1,126.4
7fc5f80,2018-02-18 21:06:15,196,1,51.38
add31c7,2017-12-06 17:35:10,270,1,144.64
5275d75,2017-06-01 19:33:44,458,1,195.0
3821238,2017-11-22 23:04:06,284,1,36.35
91802c6,2018-02-20 00:47:08,195,1,160.51
95d6b4d,2017-06-22 11:59:22,437,1,367.2
bdb8786,2017-03-19 16:18:45,532,1,43.86
801b0d0,2018-01-24 10:47:56,221,1,65.79
3de0c93,2018-01-19 14:06:44,226,3,725.8
7bd536f,2018-03-26 21:14:36,160,1,107.78
da87a19,2018-05-15 15:13:06,110,1,240.41
c961592,2017-02-23 15:03:54,556,1,230.99
0177f69,2018-03-02 11:01:32,184,1,230.86
8034613,2017-03-23 22:58:35,528,1,378.57
6aeb146,2018-06-06 01:10:11,89,1,247.19
a1c19f4,2017-12-02 01:01:11,275,1,223.14
e22554f,2017-04-26 13:51:45,494,1,284.74
74f7a6d,2017-04-26 21:24:28,494,1,39.01
da2ab8e,2017-11-22 14:08:41,284,1,195.58
5edf1f1,2018-02-02 12:06:05,212,1,133.48
1246ea8,2017-02-14 12:58:05,565,1,603.56
f589582,2017-11-22 22:38:17,284,1,65.71
c5ab2bd,2017-11-13 17:36:45,293,1,132.24
b7a16ae,2017-07-07 18:07:10,422,1,235.7
60c3be0,2018-04-02 23:12:00,153,1,188.06
1e0ba31,2018-07-13 17:56:31,51,1,86.37
2f284d6,2017-11-27 18:57:50,279,1,94.4
774e14c,2018-01-22 17:42:03,223,1,408.12
94f1230,2018-07-19 08:11:02,46,1,177.11
fccb5e8,2017-11-26 13:20:03,280,1,133.36
72535bb,2018-01-31 00:05:22,215,1,44.09
837a2bc,2017-12-27 14:29:52,249,1,56.01
e097d84,2017-03-20 18:33:07,531,1,51.64
8bfb22d,2018-02-06 09:54:10,208,1,64.76
69ca5f9,2018-05-21 11:15:29,104,1,69.77
0d1969d,2018-03-06 15:37:16,180,1,219.42
f8dd745,2017-11-11 19:08:16,295,1,75.58
3958d37,2018-07-04 18:14:57,60,1,162.9
70ad919,2018-03-12 16:53:08,174,2,660.44
f567a12,2018-05-09 17:23:45,116,1,59.22
ced1416,2018-08-01 23:32:19,32,1,186.95
7b5744d,2017-03-07 18:37:35,544,1,396.97
2f2c52b,2017-03-26 17:54:41,525,1,132.13
6b145fa,2017-06-05 12:57:58,454,1,61.0
a0b06f8,2018-05-07 10:21:34,118,1,92.5
ac0c9a8,2017-07-31 13:40:31,398,1,71.14
86e33d2,2018-04-28 20:16:29,127,1,108.67
3965fe8,2017-12-28 13:58:48,248,1,36.35
eef7feb,2017-08-26 23:56:37,372,1,243.01
b62777d,2017-08-10 13:44:51,388,2,87.2
944fa7a,2017-05-15 14:09:21,475,1,77.57
1b2de0a,2017-11-28 12:01:25,278,1,59.1
cd0681f,2017-11-22 18:17:15,284,1,57.21
7193dd1,2017-09-06 11:57:49,361,1,78.18
b32a4bc,2017-11-22 18:56:10,284,1,28.09
027a37f,2018-02-26 18:53:26,188,1,91.86
a69877b,2018-08-21 10:50:17,12,1,112.91
dab4fe2,2017-08-15 11:12:41,383,1,528.7
de73179,2018-02-05 20:05:51,209,2,129.14
d108c85,2018-02-14 13:28:09,200,1,55.91
716284e,2018-05-12 09:09:31,113,1,99.92
63183d3,2017-05-21 20:12:33,469,1,213.93
02848ed,2017-07-02 17:54:47,427,1,100.85
607af2e,2018-08-14 17:28:12,19,1,55.86
1509ca8,2018-04-09 18:14:34,146,1,137.04
fd2b82c,2018-08-12 17:16:32,21,1,30.06
882cc96,2018-06-10 12:54:17,84,1,100.04
d47bdfe,2017-04-28 11:21:19,492,1,55.55
a2270b2,2018-07-31 14:00:46,33,1,72.18
6d65927,2018-07-17 16:59:49,47,1,173.82
1746c01,2017-07-17 21:23:55,412,1,32.59
216b36e,2018-08-11 22:51:13,22,1,84.7
70794d3,2017-08-16 22:39:20,382,1,46.1
d3a672b,2018-03-24 16:49:22,162,1,57.23
136d241,2017-10-19 12:24:50,318,1,134.48
3b2c0b5,2018-02-17 20:38:07,197,1,31.43
f71f43f,2018-01-23 22:06:04,222,1,126.54
7fc6397,2017-11-24 18:23:01,282,1,173.82
8676422,2018-08-24 10:11:57,9,1,157.97
f53f3ae,2017-02-13 23:08:19,566,1,69.67
eefdc24,2018-07-30 22:17:50,34,1,91.21
83011c7,2017-10-17 23:24:35,320,1,135.4
c2b8508,2017-12-16 15:51:16,260,2,124.7
9eba60d,2018-01-29 22:48:04,216,1,163.79
0bf2ec6,2018-01-15 12:47:49,230,1,246.04
ecf144a,2017-12-27 17:02:25,249,1,209.91
c22e681,2018-05-04 20:02:03,121,1,199.8
3392843,2017-04-29 16:21:37,491,1,38.39
bb51d7a,2018-01-17 13:49:47,228,1,42.58
ce8ab3f,2017-10-17 14:09:47,320,1,222.17
7a9f032,2017-03-13 12:03:04,538,1,115.9
26c38dc,2018-06-21 21:44:04,73,1,40.17
17da43a,2017-07-25 21:25:34,404,1,84.27
2c137b2,2017-11-23 16:06:57,283,1,181.24
cfa6992,2018-05-12 10:23:13,113,3,158.60000000000002
49ff2c4,2017-12-16 18:40:05,260,1,172.97
407a677,2017-09-17 14:14:19,350,2,244.77999999999997
986b113,2017-06-06 10:36:52,453,1,68.62
fafc4a2,2018-04-20 12:56:37,135,1,269.29
0c85013,2017-07-10 21:37:19,419,1,46.85
9d49060,2018-05-15 23:42:54,110,1,87.32
20fa5aa,2018-04-03 20:28:35,152,1,48.43
ad784a6,2018-06-06 20:45:13,88,1,27.23
801f934,2017-03-03 08:22:03,549,1,39.52
314579e,2017-11-24 00:10:14,283,1,54.0
79b624e,2017-12-11 12:11:02,265,1,76.77
ebd7ed9,2018-05-19 18:32:49,106,1,103.43
073d69a,2018-05-12 13:40:52,113,1,73.77
604007d,2017-04-05 10:35:51,515,1,113.8
1e44768,2018-07-15 11:16:18,49,1,140.16
c63065a,2017-08-22 13:33:36,376,1,289.04
cdfb699,2018-02-21 18:31:25,193,1,186.85
6f56246,2018-07-02 09:01:31,63,1,144.94
23d1d33,2017-11-24 14:44:25,282,1,79.33
4867059,2017-11-28 09:34:06,278,1,1099.0
c8fc8a6,2018-05-22 15:21:51,103,1,56.78
bf8679a,2018-08-09 11:45:34,24,1,159.68
3e62c7e,2017-12-30 00:56:30,247,1,36.35
5f8e7bb,2017-08-25 21:49:15,373,1,50.84
038ae1b,2018-05-16 19:20:50,109,1,121.7
a977f82,2017-11-26 16:15:10,280,1,67.6
9639384,2018-06-28 19:34:59,66,1,79.51
0037d2b,2017-03-27 12:24:28,524,1,143.73
3d740e7,2017-08-12 01:33:50,387,2,116.91999999999999
801df05,2018-01-22 13:15:26,223,1,133.48
532b8c0,2018-04-12 18:12:25,143,1,28.79
1d46707,2017-09-03 11:49:53,364,1,102.72
2af2ef4,2018-08-18 14:27:28,15,1,136.16
83234e4,2017-04-28 11:08:34,492,1,154.1
ec21f8d,2017-03-13 17:03:55,538,1,106.68
cdafe63,2017-09-13 21:51:14,354,1,117.07
68b7f75,2018-04-05 11:35:38,150,1,73.51
84e9e78,2017-12-10 09:18:07,266,1,272.84
3dadc71,2017-05-14 14:59:05,476,1,120.2
6f22f50,2018-02-22 22:56:20,192,1,157.51
efc1839,2017-10-20 21:31:17,317,1,723.72
b11d168,2018-06-18 22:40:38,76,1,46.3
51447a0,2017-02-16 08:20:11,564,1,251.28
e781047,2017-12-04 13:35:13,272,1,62.78
a856121,2018-08-05 11:47:06,28,1,66.93
b6d084e,2017-08-15 22:07:12,383,1,142.96
49919ff,2017-11-26 18:51:19,280,1,121.09
992dd82,2018-05-11 17:57:27,114,1,114.67
fc71ef1,2018-07-31 20:33:48,33,1,52.93
6eeec43,2018-02-18 14:36:36,196,1,145.66
103fae9,2018-03-12 13:09:15,174,1,159.94
c783267,2017-08-07 08:57:43,392,1,57.8
1be0ba8,2018-07-04 18:57:41,60,1,236.7
dcc8a35,2017-09-12 10:44:39,355,1,44.1
1751529,2017-06-09 16:08:30,450,1,56.78
b7e21bb,2018-03-13 20:15:19,173,1,241.99
10b5d8e,2018-01-16 21:44:39,229,1,55.09
233c90a,2017-07-20 14:25:52,409,1,90.22
109f3d7,2017-05-08 15:09:43,482,1,49.79
611c18d,2018-02-15 12:17:49,199,1,163.02
121a8ec,2017-06-29 17:19:24,430,1,227.27
373f58d,2017-10-24 21:56:58,313,1,86.02
9c589f3,2018-01-03 14:53:35,242,1,96.8
26b9814,2017-12-27 21:26:26,249,1,157.3
4f5a469,2017-02-09 22:05:38,570,1,780.68
af6b21c,2018-01-05 11:59:29,240,1,183.4
28a8e96,2018-08-04 13:07:21,29,1,129.44
f29f255,2018-06-24 09:57:00,70,1,439.51
944f878,2017-12-22 14:43:34,254,1,36.35
050555c,2018-04-07 12:07:04,148,2,98.88
c3c7224,2017-04-17 20:28:18,503,1,187.47
be726f6,2018-06-19 08:36:42,76,1,36.96
061165f,2018-02-22 07:51:44,193,1,95.1
39dd57f,2018-01-07 21:09:40,238,1,69.12
84ba6de,2017-08-08 16:40:58,390,1,98.32
df1a504,2018-01-18 08:55:45,228,1,57.1
27681eb,2018-07-04 21:30:59,60,1,41.46
d075250,2018-01-22 10:36:54,223,1,153.2
50069df,2017-09-25 16:33:05,342,1,20.77
61787ec,2018-03-05 20:04:42,181,1,152.86
93bf97e,2018-04-22 22:25:07,133,1,65.87
9f9b454,2018-07-29 14:13:19,35,1,523.72
fa3a5c7,2017-12-31 00:30:41,246,1,157.3
204605e,2017-11-23 12:38:16,283,1,869.33
2fd8c8a,2017-07-22 20:49:01,407,1,28.17
d4bfb52,2018-01-15 13:33:36,230,1,704.32
1a1749c,2018-04-09 23:02:29,146,1,209.15
4832938,2017-06-23 20:49:15,436,1,100.33
4bc84c9,2018-08-16 19:56:46,17,1,153.16
f14e708,2018-01-11 00:08:09,235,1,129.92
77c5e30,2018-05-09 15:39:10,116,1,101.5
0f84a9d,2018-02-25 20:35:27,189,1,53.53
1a2ede4,2018-08-17 09:51:45,16,2,252.76
5df5e99,2017-10-23 21:58:26,314,1,148.22
6605ec9,2018-06-14 08:38:14,81,1,71.46
6e5cfb8,2018-06-16 13:41:35,78,1,155.27
e9693a4,2018-01-10 22:36:31,235,1,71.82
cc230a0,2017-07-28 14:37:13,401,1,64.09
5c25cb4,2018-04-15 20:06:25,140,1,629.63
9ce2fd0,2018-03-14 21:26:28,172,1,33.23
2814c8b,2017-11-11 18:42:13,295,1,142.33
788cb72,2017-12-20 12:59:30,256,1,76.19
c949c73,2017-06-02 09:19:00,457,1,2681.29
fc915e2,2018-01-06 18:32:13,239,1,102.14
03cccac,2017-11-27 16:58:45,279,1,218.8
78ee26f,2017-06-19 17:36:14,440,1,206.99
3c51a15,2018-03-06 10:16:21,180,1,60.23
03bd54f,2017-09-28 19:50:59,339,1,293.75
78e3d4c,2018-08-21 15:37:50,12,1,74.51
a7b7814,2017-08-09 16:21:06,389,1,169.76
e60e615,2017-11-26 10:35:07,280,1,22.68
3f1696d,2017-07-14 23:32:47,415,1,107.9
759d687,2017-11-11 16:59:22,295,1,57.3
d7b3864,2017-02-05 23:31:24,574,1,165.78
9bce1c4,2018-02-06 14:52:33,208,1,188.73
83ff4d3,2017-04-27 16:51:17,493,1,658.6
c0db32b,2017-12-12 10:52:09,264,1,606.48
1057fd6,2018-01-27 16:44:41,218,1,581.11
040e4df,2017-01-26 23:20:31,584,1,239.48
a386cfb,2017-09-17 15:41:27,350,1,321.78
bfb5363,2018-04-03 13:55:45,152,1,43.29
7d0687e,2017-05-02 03:31:23,489,1,157.7
babb55a,2017-10-02 21:40:05,335,1,168.2
3dff7e5,2018-03-06 20:20:40,180,1,602.69
94a7d8d,2017-09-08 16:11:40,359,1,64.18
22a346f,2018-01-28 09:16:23,217,1,63.6
eb267fd,2017-09-30 17:55:51,337,1,208.85
e7b4333,2017-03-22 17:23:19,529,1,48.68
5a7f39c,2018-02-08 09:54:26,206,1,101.96
0dc81b5,2018-01-26 12:00:35,219,2,504.95000000000005
c944b21,2018-03-19 14:32:34,167,1,47.75
1abff90,2017-11-20 11:27:15,286,1,148.09
6edeeed,2018-05-11 15:35:55,114,2,104.95
82da751,2017-12-04 17:36:05,272,1,357.9
b54b13c,2018-05-09 21:36:00,116,1,105.51
8689b3e,2017-03-30 13:21:20,521,3,259.37
043afed,2017-11-24 09:02:58,283,1,31.82
50734d0,2017-12-02 13:03:26,274,1,38.01
507e090,2018-06-17 21:50:12,77,1,214.41
3c601cd,2017-08-31 17:49:40,367,1,62.27
e95ce61,2018-04-17 11:53:59,138,1,237.63
8989738,2017-09-20 16:35:37,347,1,54.69
91ac742,2017-03-13 16:38:40,538,1,470.42
d67c054,2017-09-25 22:10:11,342,1,60.1
a9f6727,2017-07-26 11:44:30,403,1,66.63
0f81ae6,2018-05-19 19:57:22,106,1,105.57
da5d40e,2018-07-21 21:32:15,43,1,135.63
be2a6ba,2018-03-07 22:41:40,179,1,90.18
87c193e,2017-03-29 10:41:46,522,1,39.04
a0d0af6,2018-07-25 23:25:06,39,1,25.67
1ea5fb5,2017-10-14 23:02:25,323,1,308.42
ffd2e2a,2018-05-17 16:56:25,108,1,44.23
0af5bfc,2018-03-23 18:31:49,163,1,47.03
c154461,2017-11-24 23:56:33,282,1,133.48
55692a0,2018-08-27 23:31:47,6,1,59.38
45d1c56,2018-06-15 20:18:12,79,1,63.48
08ce898,2017-07-19 12:26:42,410,1,56.01
b5b8aa7,2017-07-26 16:38:46,403,1,67.68
5ce16b5,2017-12-03 20:47:24,273,1,104.85
5cce8ea,2018-07-31 18:42:41,33,1,314.43
ec8d6e9,2018-04-12 18:49:01,143,2,117.06
f552f5a,2018-08-01 14:50:39,32,1,380.46
ffb1cf5,2018-05-27 12:31:50,98,1,267.66
c51aa84,2017-10-12 23:09:53,325,1,132.03
8907e92,2018-07-11 18:01:04,53,1,41.4
842086d,2017-06-03 20:16:31,456,1,347.05
1ee26ea,2017-08-08 23:53:42,390,1,103.59
9b65e55,2018-07-01 23:32:48,63,1,81.23
cc8d2db,2017-03-31 15:44:31,520,1,28.02
e890c41,2017-12-12 00:29:08,265,1,110.02
81605c0,2017-12-26 21:16:24,250,1,153.2
3090c7a,2018-04-16 01:06:03,140,1,129.14
138c14c,2018-04-29 12:45:57,126,1,47.94
e109eb4,2017-05-17 19:12:52,473,1,82.48
16af5a4,2017-08-03 21:43:53,395,1,35.01
cfb1f90,2018-02-10 11:15:00,204,1,103.14
8f0eb36,2017-08-08 19:35:37,390,1,478.56
91f2594,2017-11-25 15:20:38,281,1,119.65
696fca7,2018-07-22 22:00:38,42,2,161.72
8ae811f,2018-01-12 13:14:51,233,1,37.0
46dd777,2017-09-06 10:19:12,361,1,350.19
01d7b0d,2018-06-25 19:36:04,69,1,173.22
eaea6c3,2018-03-23 11:37:21,163,1,37.38
5851dfa,2018-03-29 10:51:53,157,1,92.83
073cb68,2018-08-10 11:05:48,23,1,45.21
a666bec,2018-04-25 21:47:26,130,1,177.01
8775a20,2017-03-30 09:44:47,521,1,95.67
91a7b48,2017-03-27 22:39:57,524,1,276.52
e4aad26,2017-09-28 12:32:04,339,1,23.11
a16d0a4,2018-02-01 22:40:16,213,1,27.68
bf0aff2,2018-06-11 07:03:41,84,1,101.38
b2259aa,2018-02-28 16:54:57,186,1,146.96
fcb9389,2018-06-17 21:41:22,77,1,176.21
508723a,2018-01-10 19:34:02,235,1,65.99
7ac4c09,2018-04-06 09:23:43,149,1,58.71
fdee300,2018-03-11 12:58:50,175,1,64.34
dc62754,2017-03-28 20:29:38,523,1,75.83
e14b8cd,2017-05-21 19:39:28,469,2,117.85999999999999
444afd3,2018-02-21 07:41:25,194,2,169.06
008fb2e,2017-05-31 22:42:05,459,1,40.77
9bfbef4,2018-01-05 00:47:54,241,1,45.78
a32be2e,2018-08-07 14:11:02,26,1,82.79
5b93015,2017-08-07 21:11:29,391,1,102.92
00cc855,2017-03-24 12:20:28,527,1,95.22
25bedfc,2018-04-28 12:23:26,127,1,2818.74
77ef086,2018-05-12 19:36:15,113,1,70.38
9ff6671,2017-10-14 16:25:43,323,1,41.53
795088f,2017-09-18 13:26:47,349,1,59.6
12b3f3e,2017-01-25 11:58:33,585,1,33.95
2d6f0bc,2017-09-15 22:24:55,352,1,590.37
0e5143e,2017-11-09 12:51:32,297,1,707.16
14bc25d,2017-06-11 16:33:59,448,1,64.7
d4ddc32,2018-02-04 19:45:54,210,1,111.02
236d9e1,2017-10-19 21:56:51,318,1,175.77
16b055e,2018-04-07 14:48:30,148,1,605.56
f0a1a51,2017-05-25 07:35:01,466,1,34.09
5dd6ace,2017-10-02 10:39:19,335,1,90.26
4a7b98c,2018-08-13 17:04:57,20,1,208.55
2c8466c,2017-07-12 09:56:39,417,1,229.81
ad79377,2017-01-26 11:09:11,584,1,64.42
d33c5d3,2017-10-13 17:26:44,324,1,93.52
698ffce,2017-06-19 11:02:33,440,1,74.2
0653512,2017-03-27 13:50:43,524,1,103.68
198c1d5,2017-10-31 21:01:24,306,1,191.64
be062ff,2017-11-24 09:58:46,282,1,35.77
758d4a9,2017-07-25 23:16:48,404,1,106.97
b5bd392,2018-01-05 09:35:30,240,1,112.82
dc6077d,2017-12-06 10:46:30,270,1,75.07
24b6d3e,2018-06-26 22:31:24,68,1,82.72
65dd5d8,2018-03-12 22:54:08,174,1,65.13
428cd6d,2018-03-31 01:37:20,156,1,82.43
